activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2461845,[],CHEMBL962874,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1C(=O)O,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL483532,DESMETHYLALTENUSIN,CHEMBL483532,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794541,=,1,1,=,,IC50,ug.mL-1,,1.8,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,10'-6g/ml,UO_0000274,,1.8
,2461846,[],CHEMBL962874,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL483531,ALTENUSIN,CHEMBL483531,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794540,=,1,1,=,,IC50,ug.mL-1,,1.6,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,10'-6g/ml,UO_0000274,,1.6
,2461847,[],CHEMBL962874,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(=O)oc3c(O)c(O)cc(C)c3c2c1,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL520144,,CHEMBL520144,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794458,=,1,1,=,,IC50,ug.mL-1,,0.53,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,10'-7g/ml,UO_0000274,,5.3
,2461848,[],CHEMBL962874,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL483526,,CHEMBL483526,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794456,=,1,1,=,,IC50,ug.mL-1,,1.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,10'-6g/ml,UO_0000274,,1.0
,2461849,[],CHEMBL962874,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)cc2oc(=O)c3c(O)cc(OS(=O)(=O)O)cc3c12,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL483525,,CHEMBL483525,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794455,=,1,1,=,,IC50,ug.mL-1,,0.33,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,10'-7g/ml,UO_0000274,,3.3
,2462924,[],CHEMBL965370,Inhibition of recombinant FLT3 phosphorylation transfected in mouse embryonic fibroblast,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,,,CHEMBL1157406,J Nat Prod,2008,,CHEMBL519982,ALTERNARIOL,CHEMBL519982,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,794454,=,1,1,=,,IC50,ug.mL-1,,1.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,10'-6g/ml,UO_0000274,,1.0
,2465003,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '17.36', 'le': '0.32', 'lle': '3.81', 'sei': '7.33'}",CHEMBL201511,MALEIMIDE,CHEMBL201511,6.57,1,http://www.openphacts.org/units/Nanomolar,720218,=,1,1,=,,IC50,nM,,270.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.27
,2465100,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc1,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '15.25', 'le': '0.28', 'lle': '1.62', 'sei': '11.22'}",CHEMBL507056,,CHEMBL507056,4.85,0,http://www.openphacts.org/units/Nanomolar,720770,=,1,1,=,,IC50,nM,,14000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,14.0
,2465101,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc1,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '16.44', 'le': '0.30', 'lle': '1.78', 'sei': '9.25'}",CHEMBL452812,,CHEMBL452812,5.00,0,http://www.openphacts.org/units/Nanomolar,720769,=,1,1,=,,IC50,nM,,9900.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,9.9
,2465102,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '14.01', 'le': '0.26', 'lle': '2.06', 'sei': '8.59'}",CHEMBL509435,,CHEMBL509435,5.30,0,http://www.openphacts.org/units/Nanomolar,720687,=,1,1,=,,IC50,nM,,5000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,5.0
,2465103,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(CC(O)CO)c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '12.60', 'le': '0.24', 'lle': '3.46', 'sei': '5.41'}",CHEMBL453593,,CHEMBL453593,5.52,0,http://www.openphacts.org/units/Nanomolar,720686,=,1,1,=,,IC50,nM,,3000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,3.0
,2465104,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(COCc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '9.17', 'le': '0.17', 'lle': '-0.44', 'sei': '6.26'}",CHEMBL453336,,CHEMBL453336,4.44,0,http://www.openphacts.org/units/Nanomolar,720684,=,1,1,=,,IC50,nM,,36000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,36.0
,2465105,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '10.43', 'le': '0.19', 'lle': '0.22', 'sei': '6.62'}",CHEMBL488646,,CHEMBL488646,4.70,0,http://www.openphacts.org/units/Nanomolar,720598,=,1,1,=,,IC50,nM,,20000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,20.0
,2465106,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COCn1cc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)NC2)c2ccccc21,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '11.27', 'le': '0.21', 'lle': '1.29', 'sei': '6.49'}",CHEMBL519590,,CHEMBL519590,4.60,0,http://www.openphacts.org/units/Nanomolar,720506,=,1,1,=,,IC50,nM,,25000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,25.0
,2465107,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3cn(COCC[Si](C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '9.03', 'le': None, 'lle': None, 'sei': None}",CHEMBL486437,,CHEMBL486437,4.47,0,http://www.openphacts.org/units/Nanomolar,720505,=,1,1,=,,IC50,nM,,34000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,34.0
,2465108,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(O)NC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '11.45', 'le': '0.21', 'lle': '1.81', 'sei': '4.69'}",CHEMBL505253,,CHEMBL505253,4.36,0,http://www.openphacts.org/units/Nanomolar,720504,=,1,1,=,,IC50,nM,,44000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,44.0
,2465109,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '15.53', 'le': '0.29', 'lle': '2.43', 'sei': '7.79'}",CHEMBL521201,,CHEMBL521201,5.66,0,http://www.openphacts.org/units/Nanomolar,720503,=,1,1,=,,IC50,nM,,2200.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,2.2
,2465110,[],CHEMBL957979,Inhibition of human recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)CNC2=O)cc(OC)c1OC,,,CHEMBL1157465,J Med Chem,2008,"{'bei': '14.31', 'le': '0.26', 'lle': '1.98', 'sei': '7.18'}",CHEMBL529663,,CHEMBL529663,5.21,0,http://www.openphacts.org/units/Nanomolar,720298,=,1,1,=,,IC50,nM,,6100.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,6.1
,2511584,[],CHEMBL972542,Inhibition of FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1138507,J Med Chem,2009,"{'bei': '19.29', 'le': '0.35', 'lle': '4.65', 'sei': '12.96'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,9.00,1,http://www.openphacts.org/units/Nanomolar,735412,=,1,1,=,,IC50,nM,,1.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.001
,2511616,[],CHEMBL972542,Inhibition of FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=S)N/N=C2\C(=O)Nc3ccccc32)cc1,,,CHEMBL1138507,J Med Chem,2009,,CHEMBL504574,,CHEMBL504574,,0,http://www.openphacts.org/units/Nanomolar,735581,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,50.0
,2526367,[],CHEMBL981407,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,,,CHEMBL1154007,J Med Chem,2009,"{'bei': '20.97', 'le': '0.39', 'lle': '5.93', 'sei': '7.21'}",CHEMBL495727,AT-9283,CHEMBL495727,8.00,0,http://www.openphacts.org/units/Nanomolar,808456,=,1,1,=,,IC50,nM,,10.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,10.0
,2526368,[],CHEMBL981407,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,,,CHEMBL1154007,J Med Chem,2009,"{'bei': '19.15', 'le': '0.37', 'lle': '3.99', 'sei': '7.91'}",CHEMBL482967,CYC-116,CHEMBL482967,7.06,0,http://www.openphacts.org/units/Nanomolar,808532,=,1,1,=,,IC50,nM,,88.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,88.0
,2526450,[],CHEMBL981407,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,,,CHEMBL1154007,J Med Chem,2009,"{'bei': '22.70', 'le': '0.42', 'lle': '5.35', 'sei': '11.68'}",CHEMBL482968,ENMD-2076,CHEMBL482968,8.52,0,http://www.openphacts.org/units/Nanomolar,808533,=,1,1,=,,IC50,nM,,3.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,3.0
,2567201,[],CHEMBL970787,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,,,CHEMBL1155876,J Med Chem,2008,"{'bei': '24.96', 'le': '0.46', 'lle': '4.70', 'sei': '13.43'}",CHEMBL223147,,CHEMBL223147,8.70,0,http://www.openphacts.org/units/Nanomolar,769795,=,1,1,=,,IC50,nM,,2.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.002
,2672258,[],CHEMBL1026234,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O,,,CHEMBL1151842,J Nat Prod,2009,,CHEMBL512054,ALTERSOLANOL A,CHEMBL512054,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,819660,=,1,1,=,,IC50,ug.mL-1,,4.8,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,ug ml-1,UO_0000274,,4.8
,2672282,[],CHEMBL1026234,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(c(O)c1-c1c(OC)cc(O)c3c1C(=O)C1=C(C3=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O)C(=O)c1cc(O)c(C)cc1C2=O,,,CHEMBL1151842,J Nat Prod,2009,,CHEMBL554993,ALTERPORRIOL G/H,CHEMBL554993,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,819760,=,1,1,=,,IC50,ug.mL-1,,2.8,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,ug ml-1,UO_0000274,,2.8
,2672287,[],CHEMBL1026234,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(O)c1C2=O,,,CHEMBL1151842,J Nat Prod,2009,,CHEMBL556684,,CHEMBL556684,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,819755,=,1,1,=,,IC50,ug.mL-1,,2.5,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,ug ml-1,UO_0000274,,2.5
,2672303,[],CHEMBL1026234,Inhibition of recombinant FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O,,,CHEMBL1151842,J Nat Prod,2009,,CHEMBL463054,MACROSPORIN,CHEMBL463054,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,819753,=,1,1,=,,IC50,ug.mL-1,,0.85,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,ug ml-1,UO_0000274,,0.85
,2943691,[],CHEMBL1044064,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,,,CHEMBL1154692,J Med Chem,2009,,CHEMBL571040,,CHEMBL571040,,0,http://www.openphacts.org/units/Nanomolar,854053,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,microM,UO_0000065,,10.0
,2943703,[],CHEMBL1044064,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC,,,CHEMBL1154692,J Med Chem,2009,,CHEMBL569880,,CHEMBL569880,,0,http://www.openphacts.org/units/Nanomolar,854054,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,microM,UO_0000065,,10.0
,3084419,[],CHEMBL1073282,Inhibition of FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,,,CHEMBL1153138,Bioorg Med Chem Lett,2010,"{'bei': '12.29', 'le': '0.23', 'lle': '0.83', 'sei': '4.69'}",CHEMBL590109,,CHEMBL590109,5.23,0,http://www.openphacts.org/units/Nanomolar,871256,=,1,1,=,,IC50,nM,,5900.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,5.9
,3101483,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '17.29', 'le': '0.32', 'lle': '2.07', 'sei': '7.54'}",CHEMBL86943,,CHEMBL86943,5.37,0,http://www.openphacts.org/units/Nanomolar,887534,=,1,1,=,,IC50,nM,,4300.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,4.3
,3101484,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '15.71', 'le': '0.29', 'lle': '2.93', 'sei': '8.11'}",CHEMBL535,SUNITINIB,CHEMBL535,6.26,0,http://www.openphacts.org/units/Nanomolar,887531,=,1,1,=,,IC50,nM,,550.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.55
,3101485,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '13.62', 'le': '0.27', 'lle': '2.42', 'sei': '6.15'}",CHEMBL605003,,CHEMBL605003,5.06,0,http://www.openphacts.org/units/Nanomolar,887454,=,1,1,=,,IC50,nM,,8700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,8.7
,3101486,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '28.52', 'le': '0.52', 'lle': '3.68', 'sei': '15.14'}",CHEMBL276711,SEMAXANIB,CHEMBL276711,6.80,0,http://www.openphacts.org/units/Nanomolar,887452,=,1,1,=,,IC50,nM,,160.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.16
,3101487,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '30.71', 'le': '0.55', 'lle': '3.95', 'sei': '14.38'}",CHEMBL86755,,CHEMBL86755,6.46,0,http://www.openphacts.org/units/Nanomolar,887451,=,1,1,=,,IC50,nM,,350.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.35
,3101488,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ccccc2/C1=C\c1ccc(O)cc1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '24.21', 'le': '0.44', 'lle': '2.86', 'sei': '11.65'}",CHEMBL103307,,CHEMBL103307,5.75,0,http://www.openphacts.org/units/Nanomolar,887450,=,1,1,=,,IC50,nM,,1800.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,1.8
,3101489,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2c1/C(=C/c1ccc(N(C)C)c3ccccc13)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '19.48', 'le': '0.35', 'lle': '1.69', 'sei': '19.78'}",CHEMBL597960,,CHEMBL597960,6.40,0,http://www.openphacts.org/units/Nanomolar,887342,=,1,1,=,,IC50,nM,,400.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.4
,3101490,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccc(N)cc32)[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '24.48', 'le': '0.45', 'lle': '3.49', 'sei': '8.74'}",CHEMBL597181,,CHEMBL597181,6.20,0,http://www.openphacts.org/units/Nanomolar,887255,=,1,1,=,,IC50,nM,,630.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.63
,3101491,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '24.79', 'le': '0.45', 'lle': '3.50', 'sei': '7.88'}",CHEMBL232144,,CHEMBL232144,5.58,0,http://www.openphacts.org/units/Nanomolar,887168,=,1,1,=,,IC50,nM,,2600.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,2.6
,3101492,[],CHEMBL1071420,Inhibition of FLT3 by ELISA-based kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccc(-c4cccnc4)cc32)[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '17.88', 'le': '0.32', 'lle': '1.45', 'sei': '9.76'}",CHEMBL602074,,CHEMBL602074,5.64,0,http://www.openphacts.org/units/Nanomolar,887165,=,1,1,=,,IC50,nM,,2300.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,2.3
,3104121,[],CHEMBL1066401,Inhibition of recombinant Flt3 by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Oc1ccc2ncc(/C=C/C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,,,CHEMBL1156877,Bioorg Med Chem Lett,2010,"{'bei': '11.09', 'le': '0.23', 'lle': '-0.83', 'sei': '6.89'}",CHEMBL602471,,CHEMBL602471,4.50,0,http://www.openphacts.org/units/Nanomolar,886073,=,1,1,=,,IC50,nM,,32000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,32.0
,3104147,[],CHEMBL1066401,Inhibition of recombinant Flt3 by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Oc1ccc2ncccc2c1)c1c(Cl)ccc(F)c1Cl,,,CHEMBL1156877,Bioorg Med Chem Lett,2010,"{'bei': '12.90', 'le': '0.27', 'lle': '-1.48', 'sei': '19.61'}",CHEMBL600795,,CHEMBL600795,4.34,0,http://www.openphacts.org/units/Nanomolar,885917,=,1,1,=,,IC50,nM,,46000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,46.0
,3104194,[],CHEMBL1066401,Inhibition of recombinant Flt3 by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Oc1ccc2ncc(C3CC3C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,,,CHEMBL1156877,Bioorg Med Chem Lett,2010,"{'bei': '11.51', 'le': '0.24', 'lle': '-0.59', 'sei': '7.40'}",CHEMBL602472,,CHEMBL602472,4.82,0,http://www.openphacts.org/units/Nanomolar,886074,=,1,1,=,,IC50,nM,,15000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,15.0
,3117925,[],CHEMBL1072201,Inhibition of FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,,,CHEMBL1157561,J Med Chem,2010,,CHEMBL599224,,CHEMBL599224,,0,http://www.openphacts.org/units/Nanomolar,887311,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,10.0
,3117978,[],CHEMBL1072201,Inhibition of FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,,,CHEMBL1157561,J Med Chem,2010,,CHEMBL599428,,CHEMBL599428,,0,http://www.openphacts.org/units/Nanomolar,887313,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,10.0
